# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep1_tags
#
# total peaks = 11103
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 160
# genome size = 2000000000
# Total tags = 25256038.0
# Total tags in peaks = 1060916.0
# Approximate IP efficiency = 4.20%
# tags per bp = 0.001100
# expected tags per peak = 0.330
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 6.331788e-08
# FDR tag threshold = 7.0
# number of putative peaks = 13440
#
# input tag directory = INPUT_rep1_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 2187
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 143
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 7
#
# cmd = findPeaks IP_rep1_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep1_tags -o IP_rep1_vs_INPUT_rep1_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr11-93	chr11	62672212	62672512	+	46.7	0.822	10.000000	104.4	7.0	14.91	7.37e-82	15.20	1.02e-93	1.09
chr12-36	chr12	55728282	55728582	+	46.7	0.878	15.000000	104.4	3.0	34.79	2.08e-118	12.31	1.11e-83	0.66
chr12-38	chr12	93314512	93314812	+	46.7	0.901	15.000000	104.4	4.0	26.10	7.61e-106	30.04	5.60e-127	0.70
chr12-60	chr12	124609100	124609400	+	46.7	0.834	13.000000	104.4	4.0	26.10	7.61e-106	27.25	3.71e-122	0.82
chr14-267	chr14	103110860	103111160	+	46.7	0.707	8.000000	104.4	2.0	52.19	2.72e-136	11.03	1.57e-78	1.23
chr15-161	chr15	74789387	74789687	+	46.7	0.915	9.000000	104.4	2.0	52.19	2.72e-136	12.39	5.48e-84	1.09
chr15-459	chr15	101009043	101009343	+	46.7	0.882	7.000000	104.4	4.0	26.10	7.61e-106	15.14	1.59e-93	1.41
chr16-534	chr16	17390823	17391123	+	46.7	0.944	7.000000	104.4	3.0	34.79	2.08e-118	57.81	1.04e-159	1.64
chr17-847	chr17	51153396	51153696	+	46.7	0.883	9.000000	104.4	11.0	9.49	3.65e-63	23.26	2.28e-114	1.23
chr17-856	chr17	58387825	58388125	+	46.7	0.992	9.000000	104.4	7.0	14.91	7.37e-82	43.36	2.93e-145	1.09
chr17-871	chr17	59033766	59034066	+	46.7	0.692	9.000000	104.4	45.0	2.32	4.16e-14	4.78	1.02e-41	1.23
chr17-879	chr17	59864873	59865173	+	46.7	0.964	9.000000	104.4	50.0	2.09	1.75e-11	2.64	7.07e-20	1.23
chr17-1179	chr17	59880157	59880457	+	46.7	0.702	8.000000	104.4	45.0	2.32	4.16e-14	1.97	2.26e-11	1.41
chr17-375	chr17	59904242	59904542	+	46.7	0.856	12.000000	104.4	68.0	1.54	3.00e-05	3.07	6.07e-25	0.90
chr17-1285	chr17	61332737	61333037	+	46.7	0.874	8.000000	104.4	69.0	1.51	5.16e-05	1.80	3.58e-09	1.23
chr17-1054	chr17	72126449	72126749	+	46.7	0.992	9.000000	104.4	1.0	104.38	3.61e-167	26.13	4.36e-120	1.09
chr17-293	chr17	82889509	82889809	+	46.7	0.815	14.000000	104.4	2.0	52.19	2.72e-136	15.83	1.15e-95	0.76
chr19-316	chr19	37466395	37466695	+	46.7	0.967	7.000000	104.4	7.0	14.91	7.37e-82	27.65	7.22e-123	1.41
chr19-55	chr19	48321994	48322294	+	46.7	0.865	12.000000	104.4	7.0	14.91	7.37e-82	24.94	8.85e-118	0.90
chr19-77	chr19	48468742	48469042	+	46.7	0.815	11.000000	104.4	1.0	104.38	3.61e-167	33.47	2.44e-132	0.90
chr20-736	chr20	25017360	25017660	+	46.7	0.816	12.000000	104.4	5.0	20.88	3.39e-96	9.73	9.54e-73	0.90
chr20-146	chr20	47216336	47216636	+	46.7	0.872	21.000000	104.4	53.0	1.97	3.94e-10	2.50	3.72e-18	0.55
chr20-1727	chr20	47780671	47780971	+	46.7	0.914	8.000000	104.4	21.0	4.97	2.98e-38	3.94	4.86e-34	1.41
chr20-787	chr20	47785971	47786271	+	46.7	0.794	12.000000	104.4	43.0	2.43	2.63e-15	2.39	9.55e-17	0.82
chr20-796	chr20	50153310	50153610	+	46.7	0.944	12.000000	104.4	7.0	14.91	7.37e-82	11.92	3.45e-82	0.90
chr20-1826	chr20	52001896	52002196	+	46.7	0.806	8.000000	104.4	9.0	11.60	2.28e-71	20.51	3.28e-108	1.23
chr20-1521	chr20	54142135	54142435	+	46.7	0.658	9.000000	104.4	53.0	1.97	3.94e-10	4.41	1.98e-38	1.23
chr20-1898	chr20	54305444	54305744	+	46.7	0.790	8.000000	104.4	51.0	2.05	5.14e-11	4.62	2.27e-40	1.23
chr20-1548	chr20	54615009	54615309	+	46.7	0.696	9.000000	104.4	32.0	3.26	6.06e-24	3.22	1.26e-26	1.09
chr20-1260	chr20	54668564	54668864	+	46.7	0.771	10.000000	104.4	53.0	1.97	3.94e-10	3.44	5.14e-29	0.99
chr20-1042	chr20	54701773	54702073	+	46.7	0.631	11.000000	104.4	43.0	2.43	2.63e-15	5.52	1.13e-47	0.90
chr21-60	chr21	14712190	14712490	+	46.7	0.849	8.000000	104.4	0.5	208.76	2.90e-198	7630.67	0.00e+00	1.23
chr21-47	chr21	42879161	42879461	+	46.7	0.864	9.000000	104.4	5.0	20.88	3.39e-96	15.70	2.86e-95	1.23
chr21-54	chr21	46286229	46286529	+	46.7	0.724	9.000000	104.4	6.0	17.40	2.16e-88	10.81	1.34e-77	1.09
chr22-28	chr22	19157360	19157660	+	46.7	0.983	9.000000	104.4	3.0	34.79	2.08e-118	28.69	1.08e-124	1.23
chr1-129	chr1	40097062	40097362	+	46.3	0.932	12.000000	103.5	4.0	25.87	1.98e-104	41.12	2.04e-141	0.82
chr1-514	chr1	165828430	165828730	+	46.3	0.966	8.000000	103.5	3.0	34.50	7.20e-117	27.61	8.79e-122	1.23
chr1-536	chr1	200979712	200980012	+	46.3	0.992	8.000000	103.5	4.0	25.87	1.98e-104	14.01	4.44e-89	1.23
chr1-386	chr1	244740031	244740331	+	46.3	0.992	9.000000	103.5	4.0	25.87	1.98e-104	26.83	2.26e-120	1.09
chr2-50	chr2	75710776	75711076	+	46.3	0.842	14.000000	103.5	3.0	34.50	7.20e-117	20.90	3.24e-108	0.70
chr2-306	chr2	95165357	95165657	+	46.3	0.754	8.000000	103.5	5.0	20.70	7.05e-95	17.12	1.33e-98	1.23
chr2-207	chr2	109470530	109470830	+	46.3	0.860	9.000000	103.5	1.0	103.50	3.75e-165	22.65	4.04e-112	1.09
chr2-65	chr2	219001788	219002088	+	46.3	0.876	13.000000	103.5	5.0	20.70	7.05e-95	16.96	3.59e-98	0.82
chr2-236	chr2	219722455	219722755	+	46.3	0.792	9.000000	103.5	4.0	25.87	1.98e-104	43.99	9.19e-145	1.09
chr3-723	chr3	64028073	64028373	+	46.3	0.784	7.000000	103.5	39.0	2.65	1.41e-17	1.92	1.16e-10	1.41
chr3-310	chr3	64245953	64246253	+	46.3	0.670	9.000000	103.5	41.0	2.52	3.40e-16	6.05	3.74e-51	1.23
chr3-475	chr3	64444406	64444706	+	46.3	0.636	8.000000	103.5	51.0	2.03	1.06e-10	4.13	1.22e-35	1.64
chr3-494	chr3	64762251	64762551	+	46.3	0.623	8.000000	103.5	29.0	3.57	1.51e-26	6.34	4.13e-53	1.64
chr3-230	chr3	64854193	64854493	+	46.3	0.867	10.000000	103.5	33.0	3.14	1.76e-22	6.59	8.43e-55	1.09
chr3-527	chr3	127073677	127073977	+	46.3	0.699	8.000000	103.5	3.0	34.50	7.20e-117	8.07	1.14e-63	1.23
chr3-362	chr3	157499228	157499528	+	46.3	0.915	9.000000	103.5	5.0	20.70	7.05e-95	21.13	9.39e-109	1.09
chr4-31	chr4	82374227	82374527	+	46.3	0.733	11.000000	103.5	2.0	51.75	1.41e-134	24.56	4.59e-116	0.90
chr4-35	chr4	128062092	128062392	+	46.3	0.857	11.000000	103.5	5.0	20.70	7.05e-95	23.94	8.15e-115	0.90
chr5-327	chr5	141923569	141923869	+	46.3	0.856	7.000000	103.5	1.0	103.50	3.75e-165	49.13	2.93e-150	1.41
chr5-65	chr5	178108466	178108766	+	46.3	0.893	11.000000	103.5	5.0	20.70	7.05e-95	11.53	5.79e-80	1.09
chr6-178	chr6	31826245	31826545	+	46.3	0.789	8.000000	103.5	8.0	12.94	3.83e-75	12.57	5.72e-84	1.23
chr6-321	chr6	43874300	43874600	+	46.3	0.814	7.000000	103.5	2.0	51.75	1.41e-134	28.44	3.10e-123	1.41
chr7-428	chr7	74104738	74105038	+	46.3	0.992	7.000000	103.5	6.0	17.25	3.75e-87	27.22	4.51e-121	1.41
chr7-92	chr7	101442520	101442820	+	46.3	0.941	11.000000	103.5	3.0	34.50	7.20e-117	21.87	2.09e-110	0.90
chr7-484	chr7	102464329	102464629	+	46.3	0.992	7.000000	103.5	4.0	25.87	1.98e-104	14.61	4.78e-91	1.41
chr8-174	chr8	37904027	37904327	+	46.3	0.993	9.000000	103.5	5.0	20.70	7.05e-95	58.20	1.04e-158	1.41
chr8-216	chr8	123516755	123517055	+	46.3	0.718	9.000000	103.5	4.0	25.87	1.98e-104	21.02	1.75e-108	1.09
chr9-159	chr9	37784771	37785071	+	46.3	0.992	9.000000	103.5	6.0	17.25	3.75e-87	80.49	6.05e-175	1.09
chr9-127	chr9	94920199	94920499	+	46.3	0.599	10.000000	103.5	4.0	25.87	1.98e-104	18.82	3.71e-103	1.09
chr10-168	chr10	79158471	79158771	+	46.3	0.983	8.000000	103.5	1.0	103.50	3.75e-165	12.74	1.35e-84	1.41
chr11-98	chr11	65781406	65781706	+	46.3	0.881	10.000000	103.5	4.0	25.87	1.98e-104	10.14	4.97e-74	0.99
chr11-79	chr11	67078317	67078617	+	46.3	0.881	11.000000	103.5	3.0	34.50	7.20e-117	7.16	1.96e-58	1.09
chr11-165	chr11	86671507	86671807	+	46.3	0.725	9.000000	103.5	2.0	51.75	1.41e-134	37.09	2.63e-136	1.23
chr12-232	chr12	53706466	53706766	+	46.3	0.992	8.000000	103.5	4.0	25.87	1.98e-104	39.41	2.63e-139	1.23
chr12-179	chr12	74871986	74872286	+	46.3	0.800	9.000000	103.5	1.0	103.50	3.75e-165	25.73	2.46e-118	1.09
chr13-29	chr13	112588004	112588304	+	46.3	0.924	11.000000	103.5	4.0	25.87	1.98e-104	23.79	1.65e-114	0.90
chr14-27	chr14	22982617	22982917	+	46.3	0.935	16.000000	103.5	9.0	11.50	2.64e-70	18.10	2.80e-101	0.62
chr14-81	chr14	44981568	44981868	+	46.3	0.983	11.000000	103.5	4.0	25.87	1.98e-104	42.51	4.63e-143	0.90
chr14-207	chr14	45136094	45136394	+	46.3	0.877	8.000000	103.5	4.0	25.87	1.98e-104	23.50	6.71e-114	1.23
chr14-232	chr14	73526263	73526563	+	46.3	0.992	8.000000	103.5	3.0	34.50	7.20e-117	21.74	3.98e-110	1.41
chr15-74	chr15	38593577	38593877	+	46.3	0.778	11.000000	103.5	4.0	25.87	1.98e-104	24.89	1.06e-116	1.09
chr15-429	chr15	90717246	90717546	+	46.3	0.836	7.000000	103.5	12.0	8.62	1.00e-58	12.61	3.99e-84	1.41
chr15-93	chr15	100341977	100342277	+	46.3	0.992	11.000000	103.5	10.0	10.35	5.07e-66	11.97	1.07e-81	0.90
chr16-323	chr16	2078934	2079234	+	46.3	0.966	8.000000	103.5	6.0	17.25	3.75e-87	19.01	1.23e-103	1.23
chr16-88	chr16	3003898	3004198	+	46.3	0.992	13.000000	103.5	6.0	17.25	3.75e-87	11.53	5.79e-80	0.76
chr17-837	chr17	43798267	43798567	+	46.3	0.992	9.000000	103.5	3.0	34.50	7.20e-117	54.83	9.97e-156	1.23
chr17-502	chr17	60044757	60045057	+	46.3	0.902	11.000000	103.5	55.0	1.88	4.98e-09	4.17	6.16e-36	1.09
chr17-259	chr17	61342640	61342940	+	46.3	0.591	14.000000	103.5	50.0	2.07	3.67e-11	1.78	7.95e-09	0.70
chr17-1349	chr17	62065717	62066017	+	46.3	0.795	8.000000	103.5	15.0	6.90	4.95e-50	9.53	3.51e-71	1.23
chr17-1402	chr17	79916067	79916367	+	46.3	0.816	8.000000	103.5	3.0	34.50	7.20e-117	14.95	3.70e-92	1.23
chr19-68	chr19	36127718	36128018	+	46.3	0.983	11.000000	103.5	2.0	51.75	1.41e-134	40.68	7.02e-141	0.90
chr20-1617	chr20	25623815	25624115	+	46.3	0.958	8.000000	103.5	9.0	11.50	2.64e-70	31.52	2.74e-128	1.23
chr20-500	chr20	45342334	45342634	+	46.3	0.927	14.000000	103.5	4.0	25.87	1.98e-104	9.96	3.53e-73	0.76
chr20-943	chr20	47729747	47730047	+	46.3	0.667	11.000000	103.5	56.0	1.85	1.20e-08	2.52	3.05e-18	0.99
chr20-959	chr20	48761928	48762228	+	46.3	0.983	11.000000	103.5	33.0	3.14	1.76e-22	4.16	6.80e-36	0.90
chr20-961	chr20	48827492	48827792	+	46.3	0.875	11.000000	103.5	25.0	4.14	1.79e-31	3.28	4.41e-27	0.99
chr20-963	chr20	48905496	48905796	+	46.3	0.821	11.000000	103.5	30.0	3.45	1.85e-25	4.30	3.72e-37	0.90
chr20-964	chr20	48914835	48915135	+	46.3	0.958	11.000000	103.5	23.0	4.50	2.41e-34	4.81	1.35e-41	0.90
chr22-81	chr22	24139882	24140182	+	46.3	0.992	7.000000	103.5	2.0	51.75	1.41e-134	21.02	1.75e-108	1.41
chrX-136	chrX	144397927	144398227	+	46.3	0.812	7.000000	103.5	2.0	51.75	1.41e-134	29.55	4.09e-125	1.64
chrX-35	chrX	150848830	150849130	+	46.3	0.880	10.000000	103.5	2.0	51.75	1.41e-134	51.82	6.44e-153	0.99
chr1-82	chr1	2654022	2654322	+	45.9	0.827	14.000000	102.6	28.0	3.66	4.02e-27	12.46	7.19e-83	0.70
chr1-781	chr1	150401005	150401305	+	45.9	0.774	7.000000	102.6	10.0	10.26	5.23e-65	35.38	7.48e-133	1.41
chr1-497	chr1	152111028	152111328	+	45.9	0.600	8.000000	102.6	13.0	7.89	1.13e-54	8.62	4.22e-66	1.23
chr2-255	chr2	9631168	9631468	+	45.9	0.779	8.000000	102.6	5.0	20.52	1.45e-93	26.05	6.35e-118	1.23
chr2-59	chr2	101632634	101632934	+	45.9	0.897	13.000000	102.6	3.0	34.20	2.47e-115	96.17	2.48e-182	0.76
chr2-62	chr2	113876485	113876785	+	45.9	0.936	13.000000	102.6	4.0	25.65	5.10e-103	18.30	6.08e-101	0.90
chr3-399	chr3	12371836	12372136	+	45.9	0.811	8.000000	102.6	9.0	11.40	3.03e-69	15.25	2.65e-92	1.23
chr3-437	chr3	63222413	63222713	+	45.9	0.880	8.000000	102.6	17.0	6.04	1.65e-44	18.12	1.76e-100	1.23
chr3-149	chr3	63823701	63824001	+	45.9	0.585	11.000000	102.6	14.0	7.33	8.04e-52	7.12	1.17e-57	0.90
chr3-835	chr3	125137385	125137685	+	45.9	0.928	7.000000	102.6	4.0	25.65	5.10e-103	25.34	1.35e-116	1.64
chr3-169	chr3	128416893	128417193	+	45.9	0.695	11.000000	102.6	5.0	20.52	1.45e-93	18.39	3.56e-101	1.09
chr3-363	chr3	157500288	157500588	+	45.9	0.992	9.000000	102.6	4.0	25.65	5.10e-103	20.84	3.67e-107	1.23
chr4-58	chr4	1365714	1366014	+	45.9	0.892	9.000000	102.6	2.0	51.31	7.28e-133	31.00	2.20e-126	1.09
chr5-352	chr5	174498701	174499001	+	45.9	0.991	7.000000	102.6	3.0	34.20	2.47e-115	46.88	1.10e-146	1.41
chr6-111	chr6	7907177	7907477	+	45.9	0.667	9.000000	102.6	5.0	20.52	1.45e-93	17.86	8.54e-100	1.09
chr6-166	chr6	26123278	26123578	+	45.9	0.863	8.000000	102.6	3.0	34.20	2.47e-115	12.84	2.80e-84	1.41
chr6-127	chr6	41072498	41072798	+	45.9	0.880	9.000000	102.6	7.0	14.66	1.61e-79	15.83	4.63e-94	1.09
chr7-263	chr7	42493468	42493768	+	45.9	0.841	8.000000	102.6	0.5	205.23	1.24e-193	78.14	5.43e-172	1.41
chr8-154	chr8	123148867	123149167	+	45.9	0.847	10.000000	102.6	12.0	8.55	8.62e-58	35.05	2.16e-132	1.09
chr9-175	chr9	90976040	90976340	+	45.9	0.991	9.000000	102.6	3.0	34.20	2.47e-115	33.79	1.35e-130	1.09
chr10-50	chr10	988303	988603	+	45.9	0.667	10.000000	102.6	8.0	12.83	4.93e-74	40.77	8.40e-140	0.99
chr10-287	chr10	98106486	98106786	+	45.9	0.991	7.000000	102.6	1.0	102.61	3.86e-163	267.90	1.30e-233	1.41
chr10-46	chr10	113854561	113854861	+	45.9	0.779	11.000000	102.6	1.0	102.61	3.86e-163	35.05	2.16e-132	0.99
chr11-53	chr11	64204503	64204803	+	45.9	0.932	13.000000	102.6	3.0	34.20	2.47e-115	30.01	8.46e-125	0.76
chr11-229	chr11	73295396	73295696	+	45.9	0.872	8.000000	102.6	2.0	51.31	7.28e-133	18.85	2.33e-102	1.23
chr11-169	chr11	118623312	118623612	+	45.9	0.828	9.000000	102.6	2.0	51.31	7.28e-133	18.94	1.34e-102	1.41
chr12-166	chr12	53842379	53842679	+	45.9	0.959	9.000000	102.6	11.0	9.33	3.24e-61	20.50	2.28e-106	1.23
chr12-57	chr12	56333816	56334116	+	45.9	0.942	13.000000	102.6	3.0	34.20	2.47e-115	37.51	1.04e-135	0.90
chr12-99	chr12	70243292	70243592	+	45.9	0.793	11.000000	102.6	10.0	10.26	5.23e-65	14.37	1.61e-89	1.09
chr14-153	chr14	49634222	49634522	+	45.9	0.891	9.000000	102.6	5.0	20.52	1.45e-93	15.76	7.32e-94	1.09
chr14-95	chr14	92946348	92946648	+	45.9	0.959	11.000000	102.6	7.0	14.66	1.61e-79	11.03	2.99e-77	0.90
chr14-261	chr14	99625207	99625507	+	45.9	0.991	8.000000	102.6	4.0	25.65	5.10e-103	18.66	6.99e-102	1.23
chr15-148	chr15	60943138	60943438	+	45.9	0.991	9.000000	102.6	2.0	51.31	7.28e-133	79.80	4.87e-173	1.09
chr15-264	chr15	89782268	89782568	+	45.9	0.992	8.000000	102.6	12.0	8.55	8.62e-58	9.24	3.43e-69	1.41
chr16-173	chr16	1271750	1272050	+	45.9	0.915	10.000000	102.6	2.0	51.31	7.28e-133	10.36	2.20e-74	0.99
chr16-92	chr16	14370213	14370513	+	45.9	0.807	13.000000	102.6	8.0	12.83	4.93e-74	7.40	2.42e-59	0.82
chr16-181	chr16	14400981	14401281	+	45.9	0.991	10.000000	102.6	4.0	25.65	5.10e-103	31.00	2.20e-126	0.99
chr16-215	chr16	85523677	85523977	+	45.9	0.992	10.000000	102.6	6.0	17.10	6.44e-86	2.77	4.43e-21	0.99
chr16-71	chr16	87391905	87392205	+	45.9	0.723	15.000000	102.6	17.0	6.04	1.65e-44	16.82	6.09e-97	0.66
chr17-841	chr17	47649186	47649486	+	45.9	0.821	9.000000	102.6	5.0	20.52	1.45e-93	18.94	1.34e-102	1.09
chr17-108	chr17	58755683	58755983	+	45.9	0.781	18.000000	102.6	35.0	2.93	3.10e-20	5.01	6.68e-43	0.55
chr17-1153	chr17	59016126	59016426	+	45.9	0.906	8.000000	102.6	42.0	2.44	3.75e-15	3.17	1.15e-25	1.23
chr17-683	chr17	59873311	59873611	+	45.9	0.714	10.000000	102.6	58.0	1.77	1.12e-07	2.44	3.67e-17	1.09
chr17-1294	chr17	61368044	61368344	+	45.9	0.975	8.000000	102.6	64.0	1.60	7.32e-06	1.76	1.57e-08	1.23
chr17-573	chr17	61493103	61493403	+	45.9	0.917	11.000000	102.6	65.0	1.58	1.34e-05	1.86	8.29e-10	0.99
chr17-1877	chr17	79382401	79382701	+	45.9	0.812	7.000000	102.6	3.0	34.20	2.47e-115	81.54	4.14e-174	1.41
chr19-357	chr19	47377318	47377618	+	45.9	0.913	7.000000	102.6	9.0	11.40	3.03e-69	20.16	1.37e-105	1.41
chr20-1339	chr20	47226683	47226983	+	45.9	0.795	9.000000	102.6	54.0	1.90	3.87e-09	2.10	7.92e-13	1.23
chr20-207	chr20	47560996	47561296	+	45.9	0.742	19.000000	102.6	43.0	2.39	1.54e-14	2.16	1.21e-13	0.70
chr20-1738	chr20	47975737	47976037	+	45.9	0.801	8.000000	102.6	31.0	3.31	6.72e-24	3.68	6.07e-31	1.23
chr20-1437	chr20	48785895	48786195	+	45.9	0.784	9.000000	102.6	18.0	5.70	2.09e-42	4.08	8.18e-35	1.09
chr20-2273	chr20	50808463	50808763	+	45.9	0.993	7.000000	102.6	66.0	1.55	2.40e-05	2.04	4.23e-12	1.64
chr20-1238	chr20	53950613	53950913	+	45.9	0.660	10.000000	102.6	63.0	1.63	3.90e-06	2.65	1.20e-19	1.09
chr20-2356	chr20	54155257	54155557	+	45.9	0.723	7.000000	102.6	56.0	1.83	2.22e-08	2.80	1.82e-21	1.64
chr20-1901	chr20	54353006	54353306	+	45.9	0.860	8.000000	102.6	41.0	2.50	8.58e-16	3.37	8.17e-28	1.23
chr20-1594	chr20	57828892	57829192	+	45.9	0.875	9.000000	102.6	9.0	11.40	3.03e-69	8.45	3.44e-65	1.09
chr20-2480	chr20	60107563	60107863	+	45.9	0.923	7.000000	102.6	10.0	10.26	5.23e-65	22.33	1.77e-110	1.41
chr21-25	chr21	42057030	42057330	+	45.9	0.690	11.000000	102.6	6.0	17.10	6.44e-86	8.64	3.33e-66	0.90
chr22-16	chr22	50190332	50190632	+	45.9	0.991	11.000000	102.6	4.0	25.65	5.10e-103	15.37	1.09e-92	0.90
chr1-221	chr1	40039862	40040162	+	45.5	0.757	10.000000	101.7	1.0	101.73	3.94e-161	30.99	2.71e-125	1.09
chr1-706	chr1	107204145	107204445	+	45.5	0.879	7.000000	101.7	25.0	4.07	3.03e-30	13.93	2.62e-87	1.64
chr1-138	chr1	116152192	116152492	+	45.5	0.880	12.000000	101.7	8.0	12.72	6.29e-73	41.31	2.91e-139	0.82
chr1-798	chr1	151830254	151830554	+	45.5	0.681	7.000000	101.7	7.0	14.53	2.35e-78	6.13	8.21e-51	1.41
chr2-472	chr2	96819203	96819503	+	45.5	0.793	7.000000	101.7	8.0	12.72	6.29e-73	21.49	9.91e-108	1.41
chr2-226	chr2	190417157	190417457	+	45.5	0.991	9.000000	101.7	1.0	101.73	3.94e-161	23.99	5.61e-113	1.09
chr3-747	chr3	64304833	64305133	+	45.5	0.905	7.000000	101.7	39.0	2.61	9.85e-17	4.08	1.42e-34	1.41
chr3-492	chr3	64714739	64715039	+	45.5	0.836	8.000000	101.7	42.0	2.42	9.16e-15	10.72	2.77e-75	1.41
chr3-74	chr3	142447849	142448149	+	45.5	0.899	14.000000	101.7	9.0	11.30	3.43e-68	44.27	1.25e-142	0.70
chr3-243	chr3	142596241	142596541	+	45.5	0.921	10.000000	101.7	6.0	16.95	1.10e-84	18.23	6.54e-100	0.99
chr4-150	chr4	76051453	76051753	+	45.5	0.991	7.000000	101.7	4.0	25.43	1.30e-101	132.80	9.36e-197	1.41
chr7-307	chr7	108091521	108091821	+	45.5	0.991	8.000000	101.7	2.0	50.86	3.71e-131	22.27	2.06e-109	1.23
chr7-159	chr7	157411601	157411901	+	45.5	0.867	10.000000	101.7	7.0	14.53	2.35e-78	12.96	5.76e-84	0.99
chr8-331	chr8	141101516	141101816	+	45.5	0.815	8.000000	101.7	10.0	10.17	5.34e-64	15.30	1.08e-91	1.23
chr8-343	chr8	143739186	143739486	+	45.5	0.752	8.000000	101.7	5.0	20.35	2.96e-92	7.26	4.75e-58	1.23
chr9-120	chr9	5844924	5845224	+	45.5	0.738	10.000000	101.7	4.0	25.43	1.30e-101	15.12	4.04e-91	1.09
chr10-187	chr10	121927514	121927814	+	45.5	0.898	8.000000	101.7	6.0	16.95	1.10e-84	20.89	2.25e-106	1.23
chr11-164	chr11	86328573	86328873	+	45.5	0.682	9.000000	101.7	8.0	12.72	6.29e-73	53.12	1.51e-151	1.23
chr12-375	chr12	52217254	52217554	+	45.5	0.950	7.000000	101.7	8.0	12.72	6.29e-73	8.43	1.46e-64	1.41
chr12-79	chr12	124481382	124481682	+	45.5	0.767	12.000000	101.7	6.0	16.95	1.10e-84	10.36	9.58e-74	0.82
chr12-309	chr12	132887670	132887970	+	45.5	0.866	8.000000	101.7	7.0	14.53	2.35e-78	23.24	1.85e-111	1.41
chr15-164	chr15	77075581	77075881	+	45.5	0.991	9.000000	101.7	6.0	16.95	1.10e-84	27.14	6.65e-119	1.09
chr16-526	chr16	14364632	14364932	+	45.5	0.991	7.000000	101.7	3.0	33.91	8.41e-114	8.85	1.02e-66	1.41
chr16-120	chr16	29995945	29996245	+	45.5	0.993	12.000000	101.7	6.0	16.95	1.10e-84	13.87	3.91e-87	0.90
chr16-388	chr16	67942738	67943038	+	45.5	0.906	8.000000	101.7	4.0	25.43	1.30e-101	7.84	2.14e-61	1.23
chr16-154	chr16	75064538	75064838	+	45.5	0.833	11.000000	101.7	7.0	14.53	2.35e-78	22.27	2.06e-109	0.99
chr16-418	chr16	81568296	81568596	+	45.5	0.871	8.000000	101.7	7.0	14.53	2.35e-78	17.71	1.53e-98	1.23
chr17-362	chr17	58631250	58631550	+	45.5	0.750	12.000000	101.7	46.0	2.21	1.76e-12	2.71	3.42e-20	0.90
chr17-670	chr17	58741282	58741582	+	45.5	0.671	10.000000	101.7	35.0	2.91	9.07e-20	4.21	1.02e-35	1.09
chr17-1548	chr17	58988462	58988762	+	45.5	0.867	7.000000	101.7	45.0	2.26	5.09e-13	3.05	4.08e-24	1.64
chr17-62	chr17	59869401	59869701	+	45.5	0.736	22.000000	101.7	62.0	1.64	3.38e-06	2.36	5.57e-16	0.52
chr17-238	chr17	59922879	59923179	+	45.5	0.621	14.000000	101.7	43.0	2.37	3.69e-14	2.46	2.80e-17	0.70
chr17-390	chr17	60587402	60587702	+	45.5	0.839	12.000000	101.7	56.0	1.82	4.09e-08	3.65	2.06e-30	0.82
chr17-250	chr17	60736177	60736477	+	45.5	0.705	14.000000	101.7	54.0	1.88	7.38e-09	2.79	3.47e-21	0.76
chr17-548	chr17	61271196	61271496	+	45.5	0.878	11.000000	101.7	62.0	1.64	3.38e-06	2.53	4.12e-18	0.90
chr17-407	chr17	61370050	61370350	+	45.5	0.533	12.000000	101.7	54.0	1.88	7.38e-09	2.02	8.15e-12	0.99
chr17-802	chr17	62718319	62718619	+	45.5	0.697	10.000000	101.7	11.0	9.25	3.01e-60	7.96	4.79e-62	0.99
chr17-809	chr17	68247511	68247811	+	45.5	0.993	10.000000	101.7	7.0	14.53	2.35e-78	28.60	1.98e-121	1.09
chr17-355	chr17	75700424	75700724	+	45.5	0.992	13.000000	101.7	7.0	14.53	2.35e-78	7.84	2.14e-61	0.82
chr17-822	chr17	82414747	82415047	+	45.5	0.993	10.000000	101.7	5.0	20.35	2.96e-92	12.23	2.56e-81	0.99
chr19-43	chr19	1253439	1253739	+	45.5	0.779	12.000000	101.7	2.0	50.86	3.71e-131	9.71	7.84e-71	0.90
chr19-52	chr19	44890814	44891114	+	45.5	0.770	12.000000	101.7	5.0	20.35	2.96e-92	18.23	6.54e-100	0.90
