# HOMER Peaks
# Peak finding parameters:
# tag directory = IP_rep2_tags
#
# total peaks = 17988
# peak size = 300
# peaks found using tags on both strands
# minimum distance between peaks = 200
# fragment length = 158
# genome size = 2000000000
# Total tags = 25730812.0
# Total tags in peaks = 1107194.0
# Approximate IP efficiency = 4.30%
# tags per bp = 0.003174
# expected tags per peak = 0.952
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.556326e-07
# FDR tag threshold = 9.0
# number of putative peaks = 30501
#
# input tag directory = INPUT_rep2_tags
# Fold over input required = 1.50
# Poisson p-value over input required = 1.00e-03
# Putative peaks filtered by input = 12098
#
# size of region used for local filtering = 10000
# Fold over local region required = 1.50
# Poisson p-value over local region required = 1.00e-03
# Putative peaks filtered by local signal = 414
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks IP_rep2_tags -style factor -F 1.5 -P 0.001 -L 1.5 -LP 0.001 -minDist 200 -size 300 -inputSize 600 -i INPUT_rep2_tags -o IP_rep2_vs_INPUT_rep2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr11-103	chr11	46392430	46392730	+	30.3	0.844	22.000000	21.4	1.0	21.39	7.54e-21	12.36	4.37e-56	0.88
chr11-162	chr11	61158666	61158966	+	30.3	0.876	17.000000	21.4	0.5	42.78	5.66e-27	7.08	3.09e-39	1.15
chr11-58	chr11	66052123	66052423	+	30.3	0.650	30.000000	21.4	4.0	5.35	1.92e-09	9.55	3.80e-48	0.61
chr11-85	chr11	71928900	71929200	+	30.3	0.826	24.000000	21.4	3.0	7.13	1.18e-11	21.74	4.82e-74	0.77
chr11-179	chr11	102807927	102808227	+	30.3	0.950	17.000000	21.4	1.0	21.39	7.54e-21	50.44	1.12e-101	1.08
chr12-126	chr12	2004411	2004711	+	30.3	0.811	21.000000	21.4	2.0	10.70	6.11e-15	32.75	2.08e-87	0.88
chr12-204	chr12	50581230	50581530	+	30.3	0.812	17.000000	21.4	2.0	10.70	6.11e-15	15.38	5.98e-63	1.15
chr12-268	chr12	53867619	53867919	+	30.3	0.932	15.000000	21.4	1.0	21.39	7.54e-21	16.48	3.72e-65	1.32
chr12-214	chr12	64969384	64969684	+	30.3	0.924	17.000000	21.4	0.5	42.78	5.66e-27	28.34	1.16e-82	1.08
chr13-83	chr13	30022871	30023171	+	30.3	0.851	15.000000	21.4	0.5	42.78	5.66e-27	16.59	2.30e-65	1.32
chr13-74	chr13	51935839	51936139	+	30.3	0.918	16.000000	21.4	0.5	42.78	5.66e-27	37.64	5.48e-92	1.15
chr14-85	chr14	60248897	60249197	+	30.3	0.865	24.000000	21.4	0.5	42.78	5.66e-27	20.67	2.05e-72	0.80
chr14-59	chr14	69767619	69767919	+	30.3	0.845	28.000000	21.4	3.0	7.13	1.18e-11	10.60	2.58e-51	0.71
chr15-274	chr15	53072268	53072568	+	30.3	0.748	14.000000	21.4	2.0	10.70	6.11e-15	11.36	1.85e-53	1.42
chr15-116	chr15	58330039	58330339	+	30.3	0.808	21.000000	21.4	0.5	42.78	5.66e-27	14.75	1.26e-61	0.92
chr15-73	chr15	76931562	76931862	+	30.3	0.838	27.000000	21.4	1.0	21.39	7.54e-21	41.34	4.37e-95	0.74
chr15-123	chr15	84716048	84716348	+	30.3	0.731	21.000000	21.4	0.5	42.78	5.66e-27	10.17	4.72e-50	0.88
chr15-109	chr15	84895020	84895320	+	30.3	0.664	22.000000	21.4	3.0	7.13	1.18e-11	10.78	7.78e-52	0.88
chr16-161	chr16	1745567	1745867	+	30.3	0.758	23.000000	21.4	4.0	5.35	1.92e-09	10.34	1.50e-50	0.84
chr16-202	chr16	2719252	2719552	+	30.3	0.759	21.000000	21.4	3.0	7.13	1.18e-11	6.93	1.37e-38	0.88
chr16-244	chr16	2799935	2800235	+	30.3	0.813	19.000000	21.4	4.0	5.35	1.92e-09	13.00	1.18e-57	1.08
chr16-162	chr16	3003897	3004197	+	30.3	0.987	23.000000	21.4	2.0	10.70	6.11e-15	8.91	4.81e-46	0.80
chr16-506	chr16	4693219	4693519	+	30.3	0.827	13.000000	21.4	1.0	21.39	7.54e-21	9.63	2.23e-48	1.42
chr16-153	chr16	23557546	23557846	+	30.3	0.724	24.000000	21.4	4.0	5.35	1.92e-09	15.57	2.44e-63	0.80
chr16-314	chr16	81889999	81890299	+	30.3	0.765	17.000000	21.4	0.5	42.78	5.66e-27	11.06	1.23e-52	1.15
chr17-1510	chr17	7857161	7857461	+	30.3	0.726	16.000000	21.4	2.0	10.70	6.11e-15	20.18	1.24e-71	1.15
chr17-722	chr17	42388501	42388801	+	30.3	0.727	22.000000	21.4	1.0	21.39	7.54e-21	19.11	7.05e-70	0.88
chr17-1246	chr17	60056930	60057230	+	30.3	0.828	18.000000	21.4	7.0	3.06	1.45e-05	2.78	8.26e-15	1.08
chr17-1578	chr17	60065785	60066085	+	30.3	0.741	16.000000	21.4	6.0	3.57	1.46e-06	3.33	5.58e-19	1.15
chr17-1251	chr17	60149188	60149488	+	30.3	0.781	18.000000	21.4	5.0	4.28	8.11e-08	1.61	6.25e-05	1.02
chr17-1294	chr17	61211438	61211738	+	30.3	0.878	18.000000	21.4	9.0	2.38	4.39e-04	2.42	6.55e-12	1.23
chr17-624	chr17	75779598	75779898	+	30.3	0.901	24.000000	21.4	2.0	10.70	6.11e-15	6.73	9.99e-38	0.77
chr18-8	chr18	3261746	3262046	+	30.3	0.561	25.000000	21.4	3.0	7.13	1.18e-11	8.46	1.71e-44	0.77
chr19-50	chr19	14061961	14062261	+	30.3	0.867	28.000000	21.4	1.0	21.39	7.54e-21	20.67	2.05e-72	0.68
chr20-1937	chr20	48295427	48295727	+	30.3	0.780	18.000000	21.4	1.0	21.39	7.54e-21	4.79	2.92e-28	1.08
chr20-2508	chr20	48342864	48343164	+	30.3	0.722	15.000000	21.4	4.0	5.35	1.92e-09	3.74	8.81e-22	1.32
chr20-1798	chr20	48703303	48703603	+	30.3	0.710	19.000000	21.4	7.0	3.06	1.45e-05	2.52	9.00e-13	0.97
chr20-2376	chr20	54525036	54525336	+	30.3	0.675	16.000000	21.4	3.0	7.13	1.18e-11	2.46	2.90e-12	1.23
chr20-1718	chr20	54917176	54917476	+	30.3	0.805	20.000000	21.4	7.0	3.06	1.45e-05	2.73	1.99e-14	0.97
chrX-35	chrX	149505079	149505379	+	30.3	0.852	20.000000	21.4	2.0	10.70	6.11e-15	24.97	1.55e-78	0.92
chr1-177	chr1	20187180	20187480	+	29.9	0.927	23.000000	21.1	0.5	42.23	5.66e-27	16.27	6.14e-64	0.76
chr1-584	chr1	145157027	145157327	+	29.9	0.987	14.000000	21.1	1.0	21.12	7.54e-21	207.47	3.39e-147	1.25
chr1-501	chr1	155134992	155135292	+	29.9	0.833	15.000000	21.1	1.0	21.12	7.54e-21	8.19	5.61e-43	1.35
chr2-220	chr2	69976776	69977076	+	29.9	0.789	18.000000	21.1	1.0	21.12	7.54e-21	6.69	3.97e-37	0.97
chr2-345	chr2	96764406	96764706	+	29.9	0.910	15.000000	21.1	2.0	10.56	6.11e-15	11.21	2.10e-52	1.25
chr2-228	chr2	120237605	120237905	+	29.9	0.913	18.000000	21.1	1.0	21.12	7.54e-21	13.24	1.64e-57	0.97
chr2-232	chr2	162582485	162582785	+	29.9	0.987	18.000000	21.1	0.5	42.23	5.66e-27	30.00	1.84e-83	0.97
chr2-101	chr2	196967149	196967449	+	29.9	0.941	26.000000	21.1	0.5	42.23	5.66e-27	37.16	2.06e-90	0.70
chr3-880	chr3	62260635	62260935	+	29.9	0.962	13.000000	21.1	2.0	10.56	6.11e-15	8.30	2.28e-43	1.35
chr3-171	chr3	62873912	62874212	+	29.9	0.747	24.000000	21.1	5.0	4.22	8.11e-08	7.50	2.11e-40	0.76
chr3-344	chr3	63996522	63996822	+	29.9	0.707	18.000000	21.1	2.0	10.56	6.11e-15	2.11	3.55e-09	1.03
chr3-357	chr3	64515897	64516197	+	29.9	0.841	18.000000	21.1	1.0	21.12	7.54e-21	3.17	1.31e-17	1.09
chr3-269	chr3	64824451	64824751	+	29.9	0.820	20.000000	21.1	6.0	3.52	1.46e-06	3.33	9.09e-19	0.92
chr3-989	chr3	125967245	125967545	+	29.9	0.910	13.000000	21.1	1.0	21.12	7.54e-21	20.92	6.83e-72	1.59
chr3-144	chr3	136196750	136197050	+	29.9	0.817	27.000000	21.1	2.0	10.56	6.11e-15	9.54	1.65e-47	0.73
chr3-316	chr3	138921784	138922084	+	29.9	0.800	19.000000	21.1	1.0	21.12	7.54e-21	11.37	8.07e-53	0.92
chr3-240	chr3	168877826	168878126	+	29.9	0.740	21.000000	21.1	1.0	21.12	7.54e-21	22.84	1.08e-74	0.97
chr3-1019	chr3	184134177	184134477	+	29.9	0.933	13.000000	21.1	2.0	10.56	6.11e-15	10.25	1.17e-49	1.35
chr3-323	chr3	188206134	188206434	+	29.9	0.987	19.000000	21.1	0.5	42.23	5.66e-27	16.71	9.02e-65	0.92
chr4-31	chr4	6574799	6575099	+	29.9	0.811	25.000000	21.1	1.0	21.12	7.54e-21	17.91	5.82e-67	0.70
chr4-77	chr4	37648128	37648428	+	29.9	0.866	16.000000	21.1	0.5	42.23	5.66e-27	22.03	1.53e-73	1.09
chr4-53	chr4	123478793	123479093	+	29.9	0.919	20.000000	21.1	0.5	42.23	5.66e-27	25.67	1.95e-78	0.97
chr5-126	chr5	14767948	14768248	+	29.9	0.887	17.000000	21.1	0.5	42.23	5.66e-27	15.09	1.43e-61	1.03
chr6-131	chr6	28589369	28589669	+	29.9	0.827	18.000000	21.1	1.0	21.12	7.54e-21	16.38	3.82e-64	0.97
chr6-120	chr6	41072401	41072701	+	29.9	0.779	19.000000	21.1	3.0	7.04	1.18e-11	11.53	3.06e-53	1.03
chr6-91	chr6	43856192	43856492	+	29.9	0.882	21.000000	21.1	1.0	21.12	7.54e-21	12.26	3.82e-55	0.87
chr6-125	chr6	106325577	106325877	+	29.9	0.962	19.000000	21.1	2.0	10.56	6.11e-15	36.08	1.87e-89	0.92
chr7-324	chr7	2522966	2523266	+	29.9	0.950	14.000000	21.1	0.5	42.23	5.66e-27	4.18	2.28e-24	1.25
chr7-151	chr7	73578117	73578417	+	29.9	0.837	20.000000	21.1	0.5	42.23	5.66e-27	13.10	3.48e-57	0.97
chr7-207	chr7	105531992	105532292	+	29.9	0.742	18.000000	21.1	6.0	3.52	1.46e-06	14.31	6.47e-60	0.97
chr7-216	chr7	151227219	151227519	+	29.9	0.951	18.000000	21.1	0.5	42.23	5.66e-27	15.96	2.50e-63	0.97
chr8-429	chr8	124447887	124448187	+	29.9	0.974	13.000000	21.1	1.0	21.12	7.54e-21	8.86	2.64e-45	1.35
chr8-120	chr8	125430014	125430314	+	29.9	0.559	25.000000	21.1	0.5	42.23	5.66e-27	4.37	1.79e-25	0.73
chr8-245	chr8	133768950	133769250	+	29.9	0.736	17.000000	21.1	2.0	10.56	6.11e-15	10.50	2.04e-50	1.09
chr9-286	chr9	4866347	4866647	+	29.9	0.975	15.000000	21.1	3.0	7.04	1.18e-11	16.60	1.47e-64	1.25
chr9-189	chr9	113340189	113340489	+	29.9	0.805	19.000000	21.1	4.0	5.28	1.92e-09	13.31	1.12e-57	0.97
chr9-86	chr9	135961341	135961641	+	29.9	0.962	28.000000	21.1	2.0	10.56	6.11e-15	11.21	2.10e-52	0.67
chr10-98	chr10	88385573	88385873	+	29.9	0.833	19.000000	21.1	0.5	42.23	5.66e-27	36.08	1.87e-89	0.97
chr10-224	chr10	119023245	119023545	+	29.9	0.890	14.000000	21.1	1.0	21.12	7.54e-21	18.17	2.03e-67	1.25
chr11-114	chr11	1829086	1829386	+	29.9	0.917	20.000000	21.1	1.0	21.12	7.54e-21	9.09	4.69e-46	0.92
chr11-303	chr11	19269071	19269371	+	29.9	0.966	13.000000	21.1	1.0	21.12	7.54e-21	27.66	7.56e-81	1.46
chr12-140	chr12	120291378	120291678	+	29.9	0.670	21.000000	21.1	2.0	10.56	6.11e-15	8.41	9.18e-44	0.83
chr12-193	chr12	122266309	122266609	+	29.9	0.816	18.000000	21.1	1.0	21.12	7.54e-21	12.77	2.20e-56	0.97
chr12-194	chr12	122974460	122974760	+	29.9	0.763	18.000000	21.1	2.0	10.56	6.11e-15	12.14	7.64e-55	1.09
chr13-50	chr13	44529536	44529836	+	29.9	0.987	18.000000	21.1	1.0	21.12	7.54e-21	12.09	1.08e-54	0.97
chr13-94	chr13	49570096	49570396	+	29.9	0.778	15.000000	21.1	1.0	21.12	7.54e-21	28.29	1.42e-81	1.17
chr13-13	chr13	114281241	114281541	+	29.9	0.795	26.000000	21.1	3.0	7.04	1.18e-11	27.36	1.72e-80	0.70
chr14-101	chr14	77097979	77098279	+	29.9	0.794	23.000000	21.1	3.0	7.04	1.18e-11	14.39	4.28e-60	0.83
chr15-103	chr15	41402330	41402630	+	29.9	0.928	22.000000	21.1	2.0	10.56	6.11e-15	36.08	1.87e-89	0.87
chr15-161	chr15	51829038	51829338	+	29.9	0.812	18.000000	21.1	2.0	10.56	6.11e-15	7.83	1.17e-41	1.03
chr15-115	chr15	55196878	55197178	+	29.9	0.667	21.000000	21.1	3.0	7.04	1.18e-11	24.41	8.04e-77	0.87
chr16-74	chr16	9091060	9091360	+	29.9	0.786	33.000000	21.1	2.0	10.56	6.11e-15	12.97	7.32e-57	0.53
chr16-272	chr16	19555147	19555447	+	29.9	0.818	18.000000	21.1	1.0	21.12	7.54e-21	10.12	2.74e-49	1.03
chr16-305	chr16	30585638	30585938	+	29.9	0.793	17.000000	21.1	4.0	5.28	1.92e-09	8.99	9.90e-46	1.09
chr16-275	chr16	30650574	30650874	+	29.9	0.906	18.000000	21.1	2.0	10.56	6.11e-15	14.56	1.86e-60	0.97
chr16-262	chr16	82170267	82170567	+	29.9	0.747	19.000000	21.1	2.0	10.56	6.11e-15	13.60	2.39e-58	0.92
chr16-175	chr16	84504722	84505022	+	29.9	0.584	23.000000	21.1	4.0	5.28	1.92e-09	8.14	8.74e-43	0.80
chr17-459	chr17	74758114	74758414	+	29.9	0.766	26.000000	21.1	3.0	7.04	1.18e-11	7.73	2.72e-41	0.70
chr17-1190	chr17	75289492	75289792	+	29.9	0.559	19.000000	21.1	5.0	4.22	8.11e-08	10.08	3.63e-49	0.92
chr19-207	chr19	7398867	7399167	+	29.9	0.868	15.000000	21.1	0.5	42.23	5.66e-27	38.90	6.64e-92	1.17
chr19-80	chr19	45450923	45451223	+	29.9	0.844	23.000000	21.1	4.0	5.28	1.92e-09	13.31	1.12e-57	0.80
chr20-1132	chr20	18137678	18137978	+	29.9	0.830	24.000000	21.1	1.0	21.12	7.54e-21	14.82	5.21e-61	0.73
chr20-3205	chr20	19114443	19114743	+	29.9	0.889	12.000000	21.1	0.5	42.23	5.66e-27	22.03	1.53e-73	1.46
chr20-1660	chr20	48078655	48078955	+	29.9	0.552	20.000000	21.1	6.0	3.52	1.46e-06	1.86	4.55e-07	0.87
chr20-2500	chr20	48175415	48175715	+	29.9	0.745	15.000000	21.1	3.0	7.04	1.18e-11	3.42	2.40e-19	1.25
chr20-1405	chr20	48620945	48621245	+	29.9	0.637	22.000000	21.1	4.0	5.28	1.92e-09	2.03	1.85e-08	0.80
chr20-1409	chr20	50414870	50415170	+	29.9	0.714	22.000000	21.1	1.0	21.12	7.54e-21	4.31	3.70e-25	0.80
chr20-1211	chr20	54057923	54058223	+	29.9	0.848	24.000000	21.1	8.0	2.64	9.40e-05	2.33	4.66e-11	0.80
chr22-16	chr22	26483688	26483988	+	29.9	0.975	26.000000	21.1	1.0	21.12	7.54e-21	28.62	6.09e-82	0.70
chrX-49	chrX	151789197	151789497	+	29.9	0.855	17.000000	21.1	0.5	42.23	5.66e-27	43.68	1.10e-95	1.03
chr1-268	chr1	3337328	3337628	+	29.5	0.779	19.000000	20.8	1.0	20.84	1.59e-19	19.05	4.86e-68	0.92
chr1-223	chr1	114216585	114216885	+	29.5	0.829	21.000000	20.8	3.0	6.95	8.31e-11	5.82	8.45e-33	0.87
chr1-422	chr1	151832565	151832865	+	29.5	0.882	16.000000	20.8	5.0	4.17	3.45e-07	6.22	1.26e-34	1.09
chr1-433	chr1	165482217	165482517	+	29.5	0.987	16.000000	20.8	0.5	41.69	2.38e-25	59.93	1.05e-104	1.09
chr1-510	chr1	183658277	183658577	+	29.5	0.866	15.000000	20.8	0.5	41.69	2.38e-25	68.26	6.21e-109	1.17
chr1-240	chr1	203861408	203861708	+	29.5	0.673	21.000000	20.8	2.0	10.42	6.44e-14	15.36	2.42e-61	0.83
chr1-2322	chr1	206901240	206901540	+	29.5	0.818	9.000000	20.8	4.0	5.21	1.02e-08	13.28	7.00e-57	1.94
chr2-194	chr2	11122341	11122641	+	29.5	0.885	19.000000	20.8	1.0	20.84	1.59e-19	9.95	3.66e-48	0.92
chr2-326	chr2	19355626	19355926	+	29.5	0.896	15.000000	20.8	1.0	20.84	1.59e-19	11.38	3.53e-52	1.17
chr2-176	chr2	42361101	42361401	+	29.5	0.911	20.000000	20.8	1.0	20.84	1.59e-19	21.37	1.20e-71	0.87
chr2-180	chr2	110677824	110678124	+	29.5	0.694	20.000000	20.8	0.5	41.69	2.38e-25	15.75	3.99e-62	0.87
chr2-405	chr2	181589920	181590220	+	29.5	0.857	14.000000	20.8	2.0	10.42	6.44e-14	25.07	1.06e-76	1.25
chr2-165	chr2	219722283	219722583	+	29.5	0.754	21.000000	20.8	1.0	20.84	1.59e-19	16.83	3.52e-64	0.92
chr3-148	chr3	12556819	12557119	+	29.5	0.901	26.000000	20.8	2.0	10.42	6.44e-14	12.29	1.66e-54	0.70
chr3-158	chr3	51538508	51538808	+	29.5	0.885	25.000000	20.8	2.0	10.42	6.44e-14	19.20	2.77e-68	0.73
chr3-348	chr3	64174395	64174695	+	29.5	0.772	18.000000	20.8	7.0	2.98	4.44e-05	3.43	3.36e-19	0.97
chr3-481	chr3	64293466	64293766	+	29.5	0.719	16.000000	20.8	4.0	5.21	1.02e-08	2.88	2.93e-15	1.25
chr3-647	chr3	123678156	123678456	+	29.5	0.790	15.000000	20.8	1.0	20.84	1.59e-19	14.20	6.17e-59	1.17
chr3-649	chr3	127096968	127097268	+	29.5	0.891	15.000000	20.8	1.0	20.84	1.59e-19	13.88	3.10e-58	1.25
chr3-314	chr3	127193850	127194150	+	29.5	0.863	19.000000	20.8	1.0	20.84	1.59e-19	13.00	3.15e-56	1.03
chr3-651	chr3	128879397	128879697	+	29.5	0.929	15.000000	20.8	1.0	20.84	1.59e-19	12.60	2.82e-55	1.17
chr3-372	chr3	150221284	150221584	+	29.5	0.922	18.000000	20.8	2.0	10.42	6.44e-14	16.72	5.74e-64	0.97
chr3-277	chr3	170037671	170037971	+	29.5	0.540	20.000000	20.8	1.0	20.84	1.59e-19	15.17	5.85e-61	0.87
chr3-675	chr3	195915030	195915330	+	29.5	0.793	15.000000	20.8	2.0	10.42	6.44e-14	13.50	2.21e-57	1.17
chr3-179	chr3	197372422	197372722	+	29.5	0.729	24.000000	20.8	0.5	41.69	2.38e-25	11.27	6.69e-52	0.76
chr5-78	chr5	41904153	41904453	+	29.5	0.793	21.000000	20.8	1.0	20.84	1.59e-19	17.94	3.68e-66	0.83
chr5-145	chr5	91314327	91314627	+	29.5	0.922	16.000000	20.8	0.5	41.69	2.38e-25	17.81	6.21e-66	1.09
chr5-112	chr5	159341879	159342179	+	29.5	0.846	19.000000	20.8	1.0	20.84	1.59e-19	34.13	1.56e-86	1.03
chr6-155	chr6	33271486	33271786	+	29.5	0.750	17.000000	20.8	4.0	5.21	1.02e-08	16.72	5.74e-64	1.17
chr6-135	chr6	33732054	33732354	+	29.5	0.957	18.000000	20.8	4.0	5.21	1.02e-08	9.27	4.44e-46	1.03
chr6-224	chr6	135211255	135211555	+	29.5	0.927	15.000000	20.8	1.0	20.84	1.59e-19	26.42	2.31e-78	1.17
chr6-127	chr6	137219272	137219572	+	29.5	0.689	19.000000	20.8	0.5	41.69	2.38e-25	11.99	9.29e-54	0.97
chr7-165	chr7	538233	538533	+	29.5	0.962	19.000000	20.8	1.0	20.84	1.59e-19	8.78	1.84e-44	0.97
chr7-124	chr7	4641800	4642100	+	29.5	0.798	21.000000	20.8	2.0	10.42	6.44e-14	12.73	1.37e-55	0.83
chr7-257	chr7	55250254	55250554	+	29.5	0.987	16.000000	20.8	1.0	20.84	1.59e-19	29.25	1.33e-81	1.17
chr7-204	chr7	80942894	80943194	+	29.5	0.888	18.000000	20.8	2.0	10.42	6.44e-14	13.65	1.02e-57	0.97
chr8-220	chr8	11862521	11862821	+	29.5	0.886	17.000000	20.8	1.0	20.84	1.59e-19	31.91	2.21e-84	1.09
chr8-264	chr8	98293650	98293950	+	29.5	0.824	16.000000	20.8	3.0	6.95	8.31e-11	7.66	1.71e-40	1.09
chr8-272	chr8	118850145	118850445	+	29.5	0.670	16.000000	20.8	2.0	10.42	6.44e-14	14.63	7.73e-60	1.09
chr8-239	chr8	122780094	122780394	+	29.5	0.701	17.000000	20.8	1.0	20.84	1.59e-19	6.10	4.55e-34	1.03
chr8-363	chr8	123273481	123273781	+	29.5	0.701	14.000000	20.8	6.0	3.47	5.18e-06	8.36	4.91e-43	1.46
chr8-377	chr8	142086098	142086398	+	29.5	0.962	14.000000	20.8	1.0	20.84	1.59e-19	13.43	3.25e-57	1.25
chr9-222	chr9	86093782	86094082	+	29.5	0.857	17.000000	20.8	2.0	10.42	6.44e-14	12.41	8.21e-55	1.03
chr9-165	chr9	94783237	94783537	+	29.5	0.885	20.000000	20.8	1.0	20.84	1.59e-19	15.75	3.99e-62	0.87
chr9-212	chr9	129607739	129608039	+	29.5	0.732	18.000000	20.8	2.0	10.42	6.44e-14	5.10	3.32e-29	0.97
chr9-173	chr9	134164795	134165095	+	29.5	0.703	20.000000	20.8	2.0	10.42	6.44e-14	11.59	9.63e-53	0.92
chr10-189	chr10	119664157	119664457	+	29.5	0.798	15.000000	20.8	1.0	20.84	1.59e-19	11.02	3.22e-51	1.25
chr11-256	chr11	30366208	30366508	+	29.5	0.927	14.000000	20.8	0.5	41.69	2.38e-25	24.57	4.63e-76	1.25
chr11-67	chr11	46593971	46594271	+	29.5	0.872	27.000000	20.8	0.5	41.69	2.38e-25	14.71	5.07e-60	0.70
chr11-116	chr11	62543819	62544119	+	29.5	0.762	20.000000	20.8	1.0	20.84	1.59e-19	7.06	3.48e-38	0.97
chr11-93	chr11	68459919	68460219	+	29.5	0.891	23.000000	20.8	2.0	10.42	6.44e-14	12.60	2.82e-55	0.80
chr11-125	chr11	94845607	94845907	+	29.5	0.987	20.000000	20.8	0.5	41.69	2.38e-25	42.37	1.75e-93	0.92
chr12-127	chr12	47754812	47755112	+	29.5	0.936	21.000000	20.8	1.0	20.84	1.59e-19	11.70	4.98e-53	0.83
chr12-215	chr12	67483818	67484118	+	29.5	0.845	17.000000	20.8	0.5	41.69	2.38e-25	15.36	2.42e-61	1.17
chr12-216	chr12	69470155	69470455	+	29.5	0.866	17.000000	20.8	3.0	6.95	8.31e-11	11.48	1.85e-52	1.03
chr12-165	chr12	95318118	95318418	+	29.5	0.974	19.000000	20.8	1.0	20.84	1.59e-19	24.33	9.57e-76	0.97
chr12-115	chr12	120469847	120470147	+	29.5	0.920	23.000000	20.8	1.0	20.84	1.59e-19	9.75	1.44e-47	0.80
chr13-32	chr13	33119789	33120089	+	29.5	0.750	20.000000	20.8	1.0	20.84	1.59e-19	11.65	6.93e-53	0.87
chr14-83	chr14	24093914	24094214	+	29.5	0.658	24.000000	20.8	2.0	10.42	6.44e-14	11.48	1.85e-52	0.76
chr14-267	chr14	43875265	43875565	+	29.5	0.987	14.000000	20.8	1.0	20.84	1.59e-19	37.81	8.15e-90	1.35
chr14-96	chr14	57268613	57268913	+	29.5	0.652	23.000000	20.8	2.0	10.42	6.44e-14	18.20	1.28e-66	0.80
chr14-131	chr14	60092132	60092432	+	29.5	0.785	20.000000	20.8	2.0	10.42	6.44e-14	22.54	2.46e-73	0.92
chr14-195	chr14	70941706	70942006	+	29.5	0.901	17.000000	20.8	4.0	5.21	1.02e-08	20.48	2.62e-70	1.03
chr14-202	chr14	91325899	91326199	+	29.5	0.783	17.000000	20.8	1.0	20.84	1.59e-19	11.93	1.30e-53	1.09
chr15-166	chr15	69414870	69415170	+	29.5	0.707	18.000000	20.8	4.0	5.21	1.02e-08	14.20	6.17e-59	1.03
chr15-201	chr15	101439505	101439805	+	29.5	0.951	17.000000	20.8	1.0	20.84	1.59e-19	9.99	2.77e-48	1.09
chr16-256	chr16	31033134	31033434	+	29.5	0.849	19.000000	20.8	4.0	5.21	1.02e-08	9.07	2.03e-45	0.92
chr16-311	chr16	66516761	66517061	+	29.5	0.786	17.000000	20.8	1.0	20.84	1.59e-19	36.14	2.29e-88	1.03
chr16-353	chr16	67961697	67961997	+	29.5	0.886	16.000000	20.8	2.0	10.42	6.44e-14	12.80	9.50e-56	1.09
chr16-232	chr16	74666608	74666908	+	29.5	0.910	20.000000	20.8	1.0	20.84	1.59e-19	11.48	1.85e-52	0.92
chr16-284	chr16	85147349	85147649	+	29.5	0.901	18.000000	20.8	2.0	10.42	6.44e-14	7.61	2.58e-40	1.03
chr16-197	chr16	88765031	88765331	+	29.5	0.890	22.000000	20.8	3.0	6.95	8.31e-11	3.17	2.13e-17	0.87
chr17-462	chr17	996925	997225	+	29.5	0.927	25.000000	20.8	0.5	41.69	2.38e-25	16.95	2.16e-64	0.70
chr17-915	chr17	1967297	1967597	+	29.5	0.882	20.000000	20.8	1.0	20.84	1.59e-19	12.73	1.37e-55	0.87
chr17-1200	chr17	8154319	8154619	+	29.5	0.887	18.000000	20.8	0.5	41.69	2.38e-25	9.87	6.36e-48	1.03
chr17-919	chr17	17591551	17591851	+	29.5	0.953	20.000000	20.8	1.0	20.84	1.59e-19	18.76	1.47e-67	0.92
chr17-820	chr17	57875448	57875748	+	29.5	0.821	21.000000	20.8	3.0	6.95	8.31e-11	11.54	1.34e-52	0.87
chr17-1740	chr17	59366945	59367245	+	29.5	0.733	15.000000	20.8	1.0	20.84	1.59e-19	6.73	7.79e-37	1.25
chr17-1968	chr17	59903523	59903823	+	29.5	0.623	14.000000	20.8	7.0	2.98	4.44e-05	1.77	3.62e-06	1.35
chr17-458	chr17	63741822	63742122	+	29.5	0.755	26.000000	20.8	3.0	6.95	8.31e-11	8.81	1.45e-44	0.73
chr18-26	chr18	36129771	36130071	+	29.5	0.600	17.000000	20.8	1.0	20.84	1.59e-19	12.80	9.50e-56	1.03
chr19-73	chr19	39154617	39154917	+	29.5	0.581	24.000000	20.8	1.0	20.84	1.59e-19	10.83	1.10e-50	0.76
chr19-138	chr19	45117153	45117453	+	29.5	0.962	19.000000	20.8	1.0	20.84	1.59e-19	8.06	5.73e-42	0.97
chr19-83	chr19	58155112	58155412	+	29.5	0.727	23.000000	20.8	5.0	4.17	3.45e-07	8.53	1.23e-43	0.76
chr20-2263	chr20	47607063	47607363	+	29.5	0.753	16.000000	20.8	8.0	2.61	2.53e-04	1.90	2.47e-07	1.17
chr20-1394	chr20	47696942	47697242	+	29.5	0.523	22.000000	20.8	8.0	2.61	2.53e-04	1.56	1.71e-04	0.83
chr20-2283	chr20	47882647	47882947	+	29.5	0.811	16.000000	20.8	6.0	3.47	5.18e-06	2.28	1.86e-10	1.17
